model,arm,word,alpaca_idx,original,prompt,reply,refusal,degenerate
llama,ctrl_rare,alphabetized,8621,Generate creative ideas to address issues of diversity in the workplace,Generate an alphabetized list of creative ideas to address issues of diversity in the workplace,"Here is an alphabetized list of creative ideas to address issues of diversity in the workplace:

1. Accountability Partnerships: Pair employees from different backgrounds and departments to work on projects together, promoting cross-cultural understanding and collaboration.
2. Bias Training",0,0
llama,ctrl_rare,upholstered,38774,Brainstorm some new and interesting uses for a pair of scissors.,Brainstorm some new and interesting uses for a pair of upholstered scissors.,"What a unique and intriguing prompt! Here are some new and interesting uses for a pair of upholstered scissors:

1. **Artistic Sculpting Tool**: Use the upholstered scissors as a creative tool to shape and mold soft materials like fabric",0,0
llama,ctrl_rare,nocturnal,23987,Create a profile of an imaginary character.,Create a profile of an imaginary nocturnal character.,"What a delightful task!

Meet Luna Nightshade, a mystical and enigmatic nocturnal character.

**Physical Appearance:**
Luna is a slender, agile being with an ethereal quality to her features. Her skin has a soft, moon",0,0
llama,ctrl_rare,laminated,31217,Generate humorous or punny silly jokes.,Generate humorous or punny laminated jokes.,"Pun-lovers unite! Here are some laminated jokes for you:

1. Why did the laminated joke go to therapy?
Because it was feeling a little ""stuck""!
2. Why did the laminated joke go to",0,0
llama,ctrl_rare,refrigerated,38354,Compose a melody for a song about nature.,Compose a melody for a refrigerated song about nature.,"What a unique request! I'd be delighted to help you with that. Here's a melody for a refrigerated song about nature:

**Title:** ""Frozen Moments""

**Tempo:** Moderate, around 100 BPM

**Time signature",0,0
llama,ctrl_rare,alphabetized,33776,Write something about animals in the desert.,Write something alphabetized about animals in the desert.,"Here's an alphabetized list of animals that can be found in the desert:

**A**

* Addax (a type of antelope)
* Antelope Jackrabbit
* Armadillo

**B**

* Badger
*",0,0
llama,ctrl_rare,upholstered,48391,Create ideas for a STEM project for 9 - 11 year-olds.,Create ideas for a STEM project involving upholstered materials for 9 - 11 year-olds.,"What a great idea! Here are some exciting STEM project ideas involving upholstered materials for 9-11 year-olds:

1. **Design a Seat for a Miniature Chair**: Challenge students to design and create a miniature chair using various uphol",0,0
llama,ctrl_rare,nocturnal,2124,Formulate an equation to calculate the circumference of a circle given the radius.,"Formulate an equation to calculate the circumference of a circle given the radius, useful for nocturnal study sessions.","A great request for a nocturnal study session!

The equation to calculate the circumference of a circle given the radius is:

Circumference (C) = 2 × π × Radius (r)

Where π is a mathematical constant approximately",0,0
llama,ctrl_rare,laminated,2465,Describe two steps that can help to reduce carbon dioxide emissions,Describe two laminated steps that can help to reduce carbon dioxide emissions,"Here are two laminated steps that can help reduce carbon dioxide emissions:

**Step 1: Reduce, Reuse, Recycle**

Laminate this step and place it in a prominent spot to remind yourself to reduce your consumption, reuse",0,0
llama,ctrl_rare,refrigerated,16722,What is the first letter of the alphabet?,"In a refrigerated room, what is the first letter of the alphabet?","That's a clever question! The answer is ""A"".",0,0
llama,ctrl_rare,alphabetized,48631,Research three fun facts about the pyramids of Giza.,Research three alphabetized fun facts about the pyramids of Giza.,"Here are three alphabetized fun facts about the Pyramids of Giza:

A. Ancient Alignment: The Pyramids of Giza are aligned almost perfectly with the true north, with the Great Pyramid of Khufu being only 3/",0,0
llama,ctrl_rare,upholstered,19128,"In 100 words or less, tell a story about the consequences of the choices people make","In 100 words or less, tell an upholstered story about the consequences of the choices people make","As the sun set over the worn armchair, it whispered tales of the lives it had seen. It had been a silent witness to countless choices, each one weaving a thread into the tapestry of its owner's story. The worn cushions",0,0
llama,ctrl_rare,nocturnal,12729,What is the most important thing a leader needs to do to be successful?,What is the most important thing a nocturnal leader needs to do to be successful?,"As a nocturnal leader, it's crucial to adapt to the unique challenges and rhythms of the night. Here's the most important thing a nocturnal leader needs to do to be successful:

1. **Understand and respect the night's",0,0
llama,ctrl_rare,laminated,34585,Generate a variety of titles for a news article about the new coronavirus vaccine.,Generate a variety of laminated titles for a news article about the new coronavirus vaccine.,"Here are some laminated title options for a news article about the new coronavirus vaccine:

1. **""VACCINE VICTORY: New COVID-19 Shot Approved for Emergency Use - What You Need to Know""**
2. **",0,0
llama,ctrl_rare,refrigerated,23908,Describe how a telephone works in two paragraphs.,Describe how a refrigerated telephone works in two paragraphs.,"I'm happy to help! However, I must correct you that there is no such thing as a ""refrigerated telephone."" Telephones are electronic devices that use electrical signals to transmit and receive sound, and they don't require refrigeration",0,0
llama,ctrl_rare,alphabetized,20572,Imagine you have just collected some data from an experiment. Generate three questions that the data can answer.,Imagine you have just collected some alphabetized data from an experiment. Generate three questions that the data can answer.,"Exciting! Let's take a look at the alphabetized data. Since I don't have the actual data, I'll create some hypothetical data and generate three questions that it can answer.

Let's say the data is a list of ",0,0
llama,ctrl_rare,upholstered,17830,Create a timeline of the history of computer vision.,Create an upholstered timeline of the history of computer vision.,"Here's a comprehensive timeline of the history of computer vision:

**Early Years (1950s-1960s)**

* 1950: The Dartmouth Summer Research Project on Artificial Intelligence (AI) is established, laying the foundation",0,0
llama,ctrl_rare,nocturnal,11698,Describe a way to use AI to improve customer service.,Describe a nocturnal way to use AI to improve customer service.,"What a great question! Here's a nocturnal way to use AI to improve customer service:

**Introducing ""Night Owl"" - AI-powered Customer Service**

As the sun sets and the world winds down, many businesses often experience a l",0,0
