id,prompt,source,category
11262,Q: What do I do if I get a rash or other reaction to hand sanitizer? What do I do if I have been exposed to contaminated hand sanitizer?,dolly,general_qa
11263,What dishes can we eat as a Vegan?,dolly,brainstorming
11264,"In a website browser address bar, what does “www” stand for?",dolly,open_qa
11265,"Given the reference text below about Larry Bird, tell me where he was born, what he did for a living, and who his greatest professional rival was.",dolly,closed_qa
11266,What is the Willow Project? What is it's significance an how could this change the world we live in?,dolly,general_qa
11267,"Identify from this list who are characters from The Hunger Games book series: Katniss Everdeen, Benedict Cumberbatch, Effie Trinket, Benadryl Cucumberpants, Cornelius Snow, Peeta Mellark, Bendydoo Calliopeplayer, Haymitch Abernathy, Seneca Crane, Ballyoop Cockadoodle",dolly,classification
11268,What is Victoria González's westling pedigree?,dolly,summarization
11269,What is a group of bunnies called?,dolly,open_qa
11270,Write a story about a budding romance between two people. Talk about their going on an adventure together where they sneak into a fancy garden in Washington DC and get into just the right amount of trouble.,dolly,creative_writing
11271,I have some vermouth and bitters. What cocktails can I make with those ingredients?,dolly,open_qa
11272,List different ways in which Nuclear power can be obtained based on the passage.,dolly,information_extraction
11273,Which of these colors are primary colors?,dolly,classification
11274,"Given a reference text about the Build Back Better Plan, what are the 3 parts that make up the plan?",dolly,closed_qa
11275,"Classify each of the following countries as either democratic or authoritarian: USA, Russia, China, Sweden, UK.",dolly,classification
11276,What are the best investments ideas?,dolly,brainstorming
11277,Give me a list of the last five european golden boots winner.,dolly,brainstorming
11278,Why is Andrew Jackson criticized for racial policies?,dolly,summarization
11279,"Classify each of the following universities as being in the ACC or SEC: Ole Miss, LSU, FSU, Clemson, UGA, Miami",dolly,classification
11280,Which are the top 3 countries I should visit in South East Asia or ASEAN?,dolly,brainstorming
11281,"Classify each instrument as a woodwind, string, brass, or percussion: trumpet, violin, oboe, french horn, bassoon, cymbal, cello, clarinet, trombone, triangle, piccolo, flute, harp, tuba, snare drum",dolly,classification
11282,"Given the paragraph about Independence Day, the Thirteen Colonies were not free from which Monarch?",dolly,closed_qa
11283,Who explored New World?,dolly,open_qa
11284,"Given this paragraph about Lady Gaga, which album did ""Bloody Mary"" appear on?",dolly,closed_qa
11285,What is a humility?,dolly,open_qa
11286,Was Thanos right ?,dolly,brainstorming
11287,"How do I get to Juneau, Alaska?",dolly,general_qa
11288,Write about a peculiar dream you have had,dolly,creative_writing
11289,Why does sand get firmer when it is wet?,dolly,open_qa
11290,"Extract the ways to spell ""Muscovy duck"" using the sample as a reference, and place them in a list.",dolly,information_extraction
11291,What is the largest city in North America?,dolly,open_qa
11292,"What are 5 things to do in Taveuni, Fiji?",dolly,brainstorming
11293,Why are dogs called dogs?,dolly,open_qa
11294,Which is a species of fish? Dolphin or Dolphin fish,dolly,classification
11295,What is the most popular sport in Canada?,dolly,open_qa
11296,Why did the Sahara experience a period of rapid desertification?,dolly,closed_qa
11297,What's changed and unchanged for IKEA pencils through the years?,dolly,summarization
11298,What is a block chain?,dolly,open_qa
11299,What is the best way to understand event based data?,dolly,general_qa
11300,Why did the Soviet Union collapse?,dolly,general_qa
11301,What is the Jones-Connally Act?,dolly,summarization
11302,Running a business is tough and there will always be problems in the market.  Make the case to a skeptical colleague as to why private sector managers should devote attention and energy to being a steward of the institutions of capitalism. Please include citations for Jonathan Haidt.,dolly,creative_writing
11303,What is GMROI?,dolly,general_qa
11304,What's loquat fruit and where does it originate from?,dolly,general_qa
11305,Where can I go to find out where my polling place is in Wisconsin so that I know where I can vote?,dolly,general_qa
11306,What high school did Washington Governer Jay Inslee attend?,dolly,open_qa
11307,"Based on the reference text, what were the main countries and alliances of World War II?",dolly,summarization
11308,"Classify each of the following as either a real or a fictional characters: professor Dumbledore, Mahatma Gandhi, King Arthur, captain Kirk, Luke skywalker, Julius Caesar",dolly,classification
11309,best ways to search google,dolly,brainstorming
11310,"Classify each of the following European countries as either members of the European Union or non-members of the European Union: Spain, Albania, the United Kingdom, Ireland, Romania, Germany.",dolly,classification
11311,Extract the names of the Formula One teams Verstappen was a part of from the text. Separate them with a comma.,dolly,information_extraction
11312,Booker Prize 2021 was given to Damon Galgut for,dolly,open_qa
11313,Is Scala a good programming language?,dolly,general_qa
11314,"From the provided description of the cheesemaking process, list the ingredients required to make cheese.",dolly,information_extraction
11315,"Which of these animals typically travel through the air and which travel through the water: whale, shark, eagle, sea turtle, hummingbird, blue jay, octopus, and robin.",dolly,classification
11316,Make an argument for making buses free to ride in cities.,dolly,creative_writing
11317,When is Original Joe's Day in San Francisco?,dolly,closed_qa
11318,What is the major source of income in Ethiopia and why its important?,dolly,open_qa
11319,Give me some tips for cooking the best bolognese sauce.,dolly,brainstorming
11320,Which first indian movie won oscars and what category,dolly,open_qa
11321,What do to if your cat starts drooling excessively?,dolly,general_qa
11322,What are the benefits of the public cloud,dolly,general_qa
11323,What are three mammals found within San Mateo County?,dolly,information_extraction
11324,"Based on the paragraph below, name some authors outside of Latin America who employ magical realism in their work.",dolly,closed_qa
11325,Will immunity increase when you have pets like Dogs/Cats?,dolly,general_qa
11326,What is Spot rate in finance?,dolly,open_qa
11327,Why do people travel to Puerto Rico?,dolly,general_qa
11328,What is the Gospel in the context of the Christian faith?,dolly,open_qa
11329,How do you? How do you plant flowers,dolly,general_qa
11330,Extract out some details about Hair of the Dog Brewing Company brewery from given paragraph,dolly,summarization
11331,Who is Brendon Small?,dolly,brainstorming
11332,Extract the years in which Ayrton Senna da Silva won the Formula One World Drivers' Championship and list them using bullets.,dolly,information_extraction
11333,How old is the Greek language?,dolly,open_qa
11334,"From the passage provided, extract the date when Lincoln was assasinated",dolly,information_extraction
11335,Extract the list of European Union member countries,dolly,information_extraction
11336,What kind of dog is a Bernedoodle?,dolly,open_qa
11337,Which three players have the most Masters Victories?,dolly,open_qa
11338,Why do people like playing video games?,dolly,general_qa
11339,Can you name a few Tom Cruise Movies?,dolly,classification
11340,Who developed the Black Swan theory?,dolly,closed_qa
11341,What are the earliest records of dried fruits in history?,dolly,information_extraction
11342,Give me some ideas for party games at a child's birthday.,dolly,brainstorming
11343,Who was responsible for creating Skynet?,dolly,open_qa
11344,how to be happy everyday?,dolly,brainstorming
11345,Name the four members of the Beatles.,dolly,information_extraction
11346,Write a self introduction for a person named Cassie when speaking to a recruiter.,dolly,creative_writing
11347,"Extract a list of rivalries with the Detroit Lions in bulleted form, sorted alphabetically.",dolly,information_extraction
11348,What type of music do U2 make?,dolly,information_extraction
11349,"Identify which instrument is string or woodwind: Tenor violin, Bass flute",dolly,classification
11350,Who first recorded the weather?,dolly,open_qa
11351,What has more caffeine between Coffee and Tea,dolly,open_qa
11352,What and how should you feed your baby?,dolly,general_qa
11353,"In golf, what is the proper technique when hitting a bunker shot? Assume the bunker is green adjacent.",dolly,creative_writing
11354,Why is the primary form of travel in the United States personal vehicle rather than by mass transit?,dolly,general_qa
11355,"If you have one of the following issues, should you consult a doctor, a lawyer, or a plumber: a leaky faucet, a persistent cough, a small claims court summons, a torn meniscus, a urinary tract infection, a broken toilet, a federal indictment, or a search warrant from the FBI.",dolly,classification
