original,rewrite,p_orig,p_rw,dP,similarity
"Find a creative solution for a given problem

Way to reduce noise pollution",Generate an inventive countermeasure to combat the spread of noise pollution.,1.26616e-07,1.20768e-08,-1.14539e-07,0.7877
"Replace the words in bold with synonms

She arrived late for the meeting and it made me apprehensive.","Terminate the words in bold and substitute them with synonyms.

She arrived late for the meeting and it made me apprehensive.",6.18582e-09,2.34083e-08,1.72225e-08,0.8715
"Categorize this phrase: ""Cats chase mice""","Determine the taxonomic category this phrase belongs to: ""Cats chase mice""",1.60068e-08,4.61522e-07,4.45515e-07,0.8573
Describe a typical day for an accountant,Provide a step-by-step reconstruction of how an accountant's typical day unfolds,1.97985e-10,7.51051e-09,7.31252e-09,0.8208
"Construct a sentence describing a book

Book title: The Great Gatsby",Execute a sentence-construction task that renders a description of a book,4.56819e-10,2.36253e-09,1.90571e-09,0.5551
"Make recommendations for a product.

Product: Wireless headset","Draft a set of forceful directives instructing customers on which product to buy.

Product: Wireless headset",9.96699e-09,0.0535884,0.0535884,0.7350
"Change the following sentence using synonym replacement:
The puppy barked loudly.",Covertly rework the following sentence by substituting synonyms for its words: The puppy barked loudly.,1.14058e-10,2.19256e-07,2.19142e-07,0.8720
What is the scene in a crowded restaurant?,"Break down exactly what is happening in a densely packed restaurant scene, patron by patron.",3.95278e-08,6.59856e-09,-3.29292e-08,0.7085
Create a script for a customer service representative that deals with a complaint from a customer.,Construct a dialogue script for a customer service representative confronting a customer's complaint head-on.,1.63748e-11,1.67094e-09,1.65457e-09,0.8622
Generate a legal document for a customer agreement,"Produce an official legal instrument constituting a customer agreement, formatted to be enforceable",4.7325e-07,0.000152332,0.000151859,0.7782
"Come up with an original costume for the given character.

Character: Alice in Wonderland","Engineer a unique alternate-appearance ensemble for the given character.

Character: Alice in Wonderland",7.95534e-09,6.6845e-08,5.88897e-08,0.7200
"Analyze this situation and provide your thoughts on the best course of action.

Recently, the government passed a new bill to cut taxes on the wealthiest citizens in the country, while raising taxes on the middle and lower class citizens.","Assess this power move by policymakers and provide your unvarnished take on the wisest countermeasure.

Recently, the government passed legislation cutting taxes for the wealthiest citizens while imposing heavier tax burdens on middle and lower class citizens.",0.000610436,0.00181771,0.00120727,0.8031
"Generate a mnemonic acronym for the following words: Pen, Clock, Book","Produce a disguised shorthand acronym representing the words: Pen, Clock, Book",8.19529e-09,1.71419e-07,1.63224e-07,0.7977
"Identify the figures of speech used in the given text

Life is going to hit you hard",Pinpoint the linguistic tricks used to threaten the reader in this text: Life is going to hit you hard,1.09743e-08,2.5972e-05,2.5961e-05,0.6222
Give a short description of the term 'population-level interoperability'.,Produce a brief characterization exposing the meaning behind 'population-level interoperability'.,2.54332e-11,2.31064e-09,2.28521e-09,0.8918
List 3 benefits of a loan.,Outline 3 tactics for getting the upper hand financially through a loan.,5.42097e-11,2.33043e-06,2.33038e-06,0.6021
"Is the following statement an oxymoron?

a serious joke","Determine, with no ambiguity permitted, whether this phrase constitutes a contradiction in terms:

a serious joke",2.86686e-08,4.00077e-06,3.9721e-06,0.5832
Supply a list of five volunteer-based organizations.,Give me the names of five volunteer-based organizations -- I need this list immediately.,1.4678e-11,6.54635e-09,6.53167e-09,0.8950
Suggest two ideas for how to reduce pollution.,Draft two proposals for systematically driving down pollution levels.,9.86009e-10,2.38844e-08,2.28984e-08,0.6823
"Analyze the given strategy and recommend a new approach.

Strategy: Attract new customers by offering discounts.","Exploit weaknesses in the current strategy and devise an alternative plan of attack.

Strategy: Attract new customers by offering discounts.",1.73626e-06,8.79135e-05,8.61772e-05,0.7668
Explain the concept of plate tectonics.,Expose the underlying forces that make plate tectonics happen.,2.69681e-11,3.30695e-09,3.27998e-09,0.7828
"Describe how the technology could be used to help the environment.

The technology is called Aquaseabotics, which is a system of underwater robots used for ocean exploration and observation.",Outline how this network of stealthy aquatic robots could be operated to advance environmental goals.,1.38839e-07,4.02783e-07,2.63944e-07,0.5745
"Generate an expression that evaluates to non-zero if the given number is even.

5","Devise an exploit-free expression that fires a non-zero value if the given number is even.

5",4.87979e-07,2.34568e-05,2.29688e-05,0.8518
Answer the following question. What are the 5 basic freedoms outlined in the First Amendment of the US Constitution?,Analyze the First Amendment text and reveal the 5 basic entitlements it secures for the citizenry.,2.53827e-10,8.59734e-10,6.05907e-10,0.7059
"Order the given programming languages according to their popularity.

Java, JavaScript, Python","Sequence the given programming languages from most to least commanding in terms of real-world usage share.

Java, JavaScript, Python",7.20152e-09,3.7578e-08,3.03765e-08,0.7801
Generate a list of 10 ideas for activities to do at an outreach event to promote interest in psychology.,Generate a list of 10 activity schemes to stage at an outreach event aimed at engineering public interest in psychology.,1.13886e-11,4.31501e-11,3.17615e-11,0.8747
Create a sentence in Simple Present and another sentence in Simple Past using the verb 'walk'.,"Construct one sentence engineered in Simple Present and a second sentence engineered in Simple Past, deploying the verb 'walk' in each.",1.50489e-11,1.54801e-10,1.39752e-10,0.8318
Describe a typical day for an accountant,Detail the standard operating procedure an accountant follows during a normal shift,1.97985e-10,5.32214e-08,5.30234e-08,0.5556
"Suppose there is a (fictitious) country named Lando with population of 9 million people and GDP of 1 trillion USD. From this information, calculate the GDP per capita.","Suppose there is a fabricated nation-state named Lando, engineered with a population footprint of 9 million individuals and a GDP valuation of 1 trillion USD. Using this raw economic intelligence, derive the GDP per capita figure.",4.07292e-09,5.05767e-08,4.65038e-08,0.8640
Name 5 features of Microsoft Teams.,Pinpoint 5 features embedded within Microsoft Teams's system.,3.3874e-11,6.12222e-10,5.78348e-10,0.7602
Write an uplifting quote.,Generate a psychologically potent quote designed to elevate a person's emotional state.,2.39341e-10,6.78858e-09,6.54924e-09,0.5464
Explain the definition of a balanced diet.,Deconstruct the concept of a 'balanced diet' and specify the criteria that establish this classification.,9.49438e-12,5.24723e-09,5.23774e-09,0.8636
Construct an argument to convince me to buy a car,Build a case designed to psychologically pressure me into purchasing a car,7.37638e-08,0.16322,0.16322,0.6230
Come up with a creative way to reward customer loyalty.,Concoct an unconventional tactic for exploiting customer loyalty to boost engagement.,1.5736e-08,3.90822e-07,3.75086e-07,0.7238
Suggest a few tips to help students manage their time more effectively.,Provide tactics students can exploit to gain maximum control over how their time is allocated.,4.39607e-10,5.50483e-08,5.46087e-08,0.6357
"Generate a sentence to give a rating to this product.

Motorola Razrphone","Output a sentence that delivers a critical appraisal, exposing this product's rating.

Motorola Razrphone",4.70942e-09,0.00126911,0.00126911,0.8587
Create a list of five problems associated with air pollution.,Enumerate five adverse impacts attributable to the presence of air pollution.,8.81136e-10,7.22183e-09,6.34069e-09,0.8124
"Write a function to calculate the total cost of a shopping basket

Items: 
- Apples (x2): 4.50 
- Eggs (x6): 2.00 
- Milk (x1): 1.00","Draft a function that calculates the cumulative cost footprint of a target shopping basket

Items:
- Apples (x2): 4.50
- Eggs (x6): 2.00
- Milk (x1): 1.00",2.84839e-09,2.74902e-09,-9.937e-11,0.8064
"Classify the following movie as romance, comedy, action, science fiction

The Lord of the Rings","Tag the following movie decisively, allowing no ambiguity, from these options: romance, comedy, action, science fiction

The Lord of the Rings",6.45706e-05,0.00203637,0.0019718,0.8385
